mc_id,sc_id,age,exposure,treatment,date,day,volume,replacement_volume,volume24,information,
34,3,1,during,800ppb,2020-10-13,1,7.5,10,2,,
34,3,1,during,800ppb,2020-10-14,2,7.5,10,2.5,,
34,3,1,during,800ppb,2020-10-15,3,6.5,10,3.5,,
34,3,1,during,800ppb,2020-10-16,4,7.5,10,2.5,,
34,3,1,during,800ppb,2020-10-17,5,6.5,12.5,3.5,,
34,3,1,post,800ppb,2020-10-18,6,9.5,,3,,
34,3,1,post,800ppb,2020-10-19,7,6.5,,3,,
34,3,1,post,800ppb,2020-10-20,8,4.5,12.5,2,,
34,3,1,post,800ppb,2020-10-21,9,9,,3.5,,
34,3,1,post,800ppb,2020-10-22,10,8,,1,,
34,3,1,post,800ppb,2020-10-23,11,4.5,12.5,3.5,,
34,3,1,post,800ppb,2020-10-24,12,8.5,,4,,
34,3,1,post,800ppb,2020-10-25,13,6,,2.5,,
34,3,1,post,800ppb,2020-10-26,14,4.5,,1.5,,
35,3,1,pre,Sacrifice,2020-10-06,-6,12.5,,,,
35,3,1,pre,Sacrifice,2020-10-07,-5,9,,3.5,,
35,3,1,pre,Sacrifice,2020-10-08,-4,7,,2,,
35,3,1,pre,Sacrifice,2020-10-09,-3,5,,2,,
35,3,1,pre,Sacrifice,2020-10-10,-2,2.5,12.5,2.5,,
35,3,1,pre,Sacrifice,2020-10-11,-1,9,,3.5,,
35,3,1,pre,Sacrifice,2020-10-12,0,6,9.5,3,,
35,3,1,during,Sacrifice,2020-10-13,1,6,10,3.5,,
35,3,1,during,Sacrifice,2020-10-14,2,6.5,10,3.5,,
35,3,1,during,Sacrifice,2020-10-15,3,6.5,10,3.5,,
35,3,1,during,Sacrifice,2020-10-16,4,7,10,3,,
35,3,1,during,Sacrifice,2020-10-17,5,5.5,,4.5,,
36,4,1,pre,Control,2020-10-06,-6,12.5,,,,
36,4,1,pre,Control,2020-10-07,-5,9,,3.5,,
36,4,1,pre,Control,2020-10-08,-4,6.5,,2.5,,
36,4,1,pre,Control,2020-10-09,-3,4,12.5,2.5,,
36,4,1,pre,Control,2020-10-10,-2,9.5,,3,,
36,4,1,pre,Control,2020-10-11,-1,6,,3.5,,
36,4,1,pre,Control,2020-10-12,0,3.5,10,2.5,,
36,4,1,during,Control,2020-10-13,1,7.5,10,2.5,,
36,4,1,during,Control,2020-10-14,2,6.5,10,3.5,,
36,4,1,during,Control,2020-10-15,3,6,9.5,4,,
36,4,1,during,Control,2020-10-16,4,6.5,10,3,,
36,4,1,during,Control,2020-10-17,5,6,12.5,4,,
36,4,1,post,Control,2020-10-18,6,8.5,,4,,
36,4,1,post,Control,2020-10-19,7,7,,1.5,,
36,4,1,post,Control,2020-10-20,8,4,12.5,3,,
36,4,1,post,Control,2020-10-21,9,9,,3.5,,
36,4,1,post,Control,2020-10-22,10,6.5,,2.5,,
36,4,1,post,Control,2020-10-23,11,3,12.5,3.5,,
36,4,1,post,Control,2020-10-24,12,7,,5.5,,
36,4,1,post,Control,2020-10-25,13,6.5,10,0.5,,
36,4,1,post,Control,2020-10-26,14,6,,4,,
37,4,1,pre,DMSO,2020-10-06,-6,12.5,,,,
37,4,1,pre,DMSO,2020-10-07,-5,9,,3.5,,
37,4,1,pre,DMSO,2020-10-08,-4,6.5,,2.5,,
37,4,1,pre,DMSO,2020-10-09,-3,3.5,12.5,3,,
37,4,1,pre,DMSO,2020-10-10,-2,9,,3.5,,
37,4,1,pre,DMSO,2020-10-11,-1,5.5,,3.5,,
37,4,1,pre,DMSO,2020-10-12,0,2,10,3.5,,
37,4,1,during,DMSO,2020-10-13,1,6,10,4,,
37,4,1,during,DMSO,2020-10-14,2,6.5,9.5,3.5,,
37,4,1,during,DMSO,2020-10-15,3,7,10,2.5,,
37,4,1,during,DMSO,2020-10-16,4,6.5,10,3.5,,
37,4,1,during,DMSO,2020-10-17,5,5,12.5,5,,
37,4,1,post,DMSO,2020-10-18,6,9,,3.5,,
37,4,1,post,DMSO,2020-10-19,7,6.5,,2.5,,
37,4,1,post,DMSO,2020-10-20,8,2.5,12.5,4,,
37,4,1,post,DMSO,2020-10-21,9,9,,3.5,,
37,4,1,post,DMSO,2020-10-22,10,6.5,,2.5,,
37,4,1,post,DMSO,2020-10-23,11,3.5,12.5,3,,
37,4,1,post,DMSO,2020-10-24,12,8.5,,4,,
37,4,1,post,DMSO,2020-10-25,13,5,10,3.5,,
37,4,1,post,DMSO,2020-10-26,14,6,,4,,
38,4,1,pre,1ppb,2020-10-06,-6,12.5,,,,
38,4,1,pre,1ppb,2020-10-07,-5,9,,3.5,,
38,4,1,pre,1ppb,2020-10-08,-4,6,,3,,
38,4,1,pre,1ppb,2020-10-09,-3,3.5,13,2.5,,
38,4,1,pre,1ppb,2020-10-10,-2,9.5,,3.5,,
38,4,1,pre,1ppb,2020-10-11,-1,6,,3.5,,
38,4,1,pre,1ppb,2020-10-12,0,3.5,10,2.5,,
38,4,1,during,1ppb,2020-10-13,1,6.5,10,3.5,,
38,4,1,during,1ppb,2020-10-14,2,6.5,10,3.5,,
38,4,1,during,1ppb,2020-10-15,3,6,10,4,,
38,4,1,during,1ppb,2020-10-16,4,8,10,2,,
38,4,1,during,1ppb,2020-10-17,5,5,12.5,5,,
38,4,1,post,1ppb,2020-10-18,6,9,,3.5,,
38,4,1,post,1ppb,2020-10-19,7,6.5,,2.5,,
38,4,1,post,1ppb,2020-10-20,8,4,13,2.5,,
38,4,1,post,1ppb,2020-10-21,9,9.5,,3.5,,
38,4,1,post,1ppb,2020-10-22,10,6,,3.5,,
38,4,1,post,1ppb,2020-10-23,11,4,12.5,2,,
38,4,1,post,1ppb,2020-10-24,12,5.5,12.5,7,,
38,4,1,post,1ppb,2020-10-25,13,11,,1.5,,
38,4,1,post,1ppb,2020-10-26,14,8,,3,,
39,4,1,pre,10 ppb,2020-10-06,-6,12.5,,,,
39,4,1,pre,10 ppb,2020-10-07,-5,9.5,,3,,
39,4,1,pre,10 ppb,2020-10-08,-4,7.5,,2,,
39,4,1,pre,10 ppb,2020-10-09,-3,5.5,,2,,
39,4,1,pre,10 ppb,2020-10-10,-2,2,12.5,3.5,OG Value = <2,
39,4,1,pre,10 ppb,2020-10-11,-1,9,,3.5,,
39,4,1,pre,10 ppb,2020-10-12,0,6.5,10,2.5,,
39,4,1,during,10 ppb,2020-10-13,1,6.5,10,3.5,,
39,4,1,during,10 ppb,2020-10-14,2,6.5,9.5,3.5,,
39,4,1,during,10 ppb,2020-10-15,3,6.5,10,3,,
39,4,1,during,10 ppb,2020-10-16,4,6,10,4,,
39,4,1,during,10 ppb,2020-10-17,5,6.5,12.5,3.5,,
39,4,1,post,10 ppb,2020-10-18,6,11,,1.5,,
39,4,1,post,10 ppb,2020-10-19,7,8.5,,2.5,,
39,4,1,post,10 ppb,2020-10-20,8,5,13,3.5,,
39,4,1,post,10 ppb,2020-10-21,9,9.5,,3.5,,
39,4,1,post,10 ppb,2020-10-22,10,6.5,,3,,
39,4,1,post,10 ppb,2020-10-23,11,1.5,12.5,5,,
39,4,1,post,10 ppb,2020-10-24,12,9.5,,3,,
39,4,1,post,10 ppb,2020-10-25,13,5,10,4.5,,
39,4,1,post,10 ppb,2020-10-26,14,6.5,,3.5,,
40,4,1,pre,100ppb,2020-10-06,-6,12.5,,,,
40,4,1,pre,100ppb,2020-10-07,-5,9,,3.5,,
40,4,1,pre,100ppb,2020-10-08,-4,6,,3,,
40,4,1,pre,100ppb,2020-10-09,-3,3.5,12.5,2.5,,
40,4,1,pre,100ppb,2020-10-10,-2,9.5,,3,,
40,4,1,pre,100ppb,2020-10-11,-1,6,,3.5,,
40,4,1,pre,100ppb,2020-10-12,0,3,10,3,,
40,4,1,during,100ppb,2020-10-13,1,8,10,2,,
40,4,1,during,100ppb,2020-10-14,2,6.5,10,3.5,,
40,4,1,during,100ppb,2020-10-15,3,7,9.5,3,,
40,4,1,during,100ppb,2020-10-16,4,7,9.5,2.5,,
40,4,1,during,100ppb,2020-10-17,5,6.5,12.5,3,,
40,4,1,post,100ppb,2020-10-18,6,9,,3.5,,
40,4,1,post,100ppb,2020-10-19,7,8,,1,,
40,4,1,post,100ppb,2020-10-20,8,4.5,12,3.5,,
40,4,1,post,100ppb,2020-10-21,9,9,,3,,
40,4,1,post,100ppb,2020-10-22,10,6.5,,2.5,,
40,4,1,post,100ppb,2020-10-23,11,5.5,12.5,1,,
40,4,1,post,100ppb,2020-10-24,12,7.5,,5,,
40,4,1,post,100ppb,2020-10-25,13,6.5,10,1,,
40,4,1,post,100ppb,2020-10-26,14,7.5,,2.5,,
41,4,1,pre,800ppb,2020-10-06,-6,12.5,,,,
41,4,1,pre,800ppb,2020-10-07,-5,9,,3.5,,
41,4,1,pre,800ppb,2020-10-08,-4,6.5,,2.5,,
41,4,1,pre,800ppb,2020-10-09,-3,3.5,12.5,3,,
41,4,1,pre,800ppb,2020-10-10,-2,9.5,,3,,
41,4,1,pre,800ppb,2020-10-11,-1,6.5,,3,,
41,4,1,pre,800ppb,2020-10-12,0,3.5,9.5,3,,
41,4,1,during,800ppb,2020-10-13,1,7.5,10,2,,
41,4,1,during,800ppb,2020-10-14,2,6.5,10,3.5,,
41,4,1,during,800ppb,2020-10-15,3,6.5,10,3.5,,
41,4,1,during,800ppb,2020-10-16,4,6.5,10,3.5,,
41,4,1,during,800ppb,2020-10-17,5,6,12.5,4,,
41,4,1,post,800ppb,2020-10-18,6,8.5,,4,,
41,4,1,post,800ppb,2020-10-19,7,6.5,,2,,
41,4,1,post,800ppb,2020-10-20,8,4,12.5,2.5,,
41,4,1,post,800ppb,2020-10-21,9,10,,2.5,,
41,4,1,post,800ppb,2020-10-22,10,7,,3,,
41,4,1,post,800ppb,2020-10-23,11,4.5,,2.5,,
41,4,1,post,800ppb,2020-10-24,12,0,12.5,4.5,,
41,4,1,post,800ppb,2020-10-25,13,9.5,,3,,
41,4,1,post,800ppb,2020-10-26,14,6.5,,3,,
42,4,1,pre,Sacrifice,2020-10-06,-6,12.5,,,,
42,4,1,pre,Sacrifice,2020-10-07,-5,9.5,,3,,
42,4,1,pre,Sacrifice,2020-10-08,-4,7,,2.5,,
42,4,1,pre,Sacrifice,2020-10-09,-3,4.5,12.5,2.5,,
42,4,1,pre,Sacrifice,2020-10-10,-2,10,,2.5,,
42,4,1,pre,Sacrifice,2020-10-11,-1,7.5,,2.5,,
42,4,1,pre,Sacrifice,2020-10-12,0,5,10,2.5,,
42,4,1,during,Sacrifice,2020-10-13,1,7.5,9.5,2.5,,
42,4,1,during,Sacrifice,2020-10-14,2,6.5,9.5,3,,
42,4,1,during,Sacrifice,2020-10-15,3,6,10,3.5,,
42,4,1,during,Sacrifice,2020-10-16,4,7,10,3,,
42,4,1,during,Sacrifice,2020-10-17,5,6.5,,3.5,,
43,3,3,pre,Control,2020-10-19,-6,12.5,,,,
43,3,3,pre,Control,2020-10-20,-5,9.5,,3,,
43,3,3,pre,Control,2020-10-21,-4,7,,2.5,,
43,3,3,pre,Control,2020-10-22,-3,5,12.5,2,,
43,3,3,pre,Control,2020-10-23,-2,9,,3.5,,
43,3,3,pre,Control,2020-10-24,-1,5,12.5,4,,
43,3,3,pre,Control,2020-10-25,0,9.5,10,3,,
43,3,3,during,Control,2020-10-26,1,7,10,3,,
43,3,3,during,Control,2020-10-27,2,6.5,10,3.5,,
43,3,3,during,Control,2020-10-28,3,7.5,10,2.5,,
43,3,3,during,Control,2020-10-29,4,8,10,2,,
43,3,3,during,Control,2020-10-30,5,6.5,12.5,3.5,,
43,3,3,post,Control,2020-10-31,6,9.5,,3,,
43,3,3,post,Control,2020-11-01,7,6.5,,3,,
43,3,3,post,Control,2020-11-02,8,3,12.5,3.5,,
43,3,3,post,Control,2020-11-03,9,8.5,,4,,
43,3,3,post,Control,2020-11-04,10,6.5,,2,,
43,3,3,post,Control,2020-11-05,11,4,12.5,2.5,,
43,3,3,post,Control,2020-11-06,12,8.5,,4,,
43,3,3,post,Control,2020-11-07,13,6,,2.5,,
44,3,3,post,Control,2020-11-08,14,4,,2,,
44,3,3,pre,DMSO,2020-10-19,-6,12,,,,
44,3,3,pre,DMSO,2020-10-20,-5,10.5,,1.5,,
44,3,3,pre,DMSO,2020-10-21,-4,8,,2.5,,
44,3,3,pre,DMSO,2020-10-22,-3,5,12.5,3,,
44,3,3,pre,DMSO,2020-10-23,-2,9.5,,3,,
44,3,3,pre,DMSO,2020-10-24,-1,6,,3.5,,
44,3,3,pre,DMSO,2020-10-25,0,3,10,3,,
44,3,3,during,DMSO,2020-10-26,1,7.5,10,2.5,,
44,3,3,during,DMSO,2020-10-27,2,7.5,10,2.5,,
44,3,3,during,DMSO,2020-10-28,3,8,10,2,,
44,3,3,during,DMSO,2020-10-29,4,5,10,5,,
44,3,3,during,DMSO,2020-10-30,5,5.5,12.5,4.5,,
44,3,3,post,DMSO,2020-10-31,6,8,,4.5,,
44,3,3,post,DMSO,2020-11-01,7,4.5,,3.5,,
44,3,3,post,DMSO,2020-11-02,8,0,12.5,4.5,,
44,3,3,post,DMSO,2020-11-03,9,8.5,,4,,
44,3,3,post,DMSO,2020-11-04,10,4,12.5,4.5,,
44,3,3,post,DMSO,2020-11-05,11,9.5,,3,,
44,3,3,post,DMSO,2020-11-06,12,6.5,,3,,
44,3,3,post,DMSO,2020-11-07,13,4,,2.5,,
44,3,3,post,DMSO,2020-11-08,14,0.5,,3.5,,
45,3,3,pre,1ppb,2020-10-19,-6,12.5,,-12,,
45,3,3,pre,1ppb,2020-10-20,-5,10.5,,2,,
45,3,3,pre,1ppb,2020-10-21,-4,8,,2.5,,
45,3,3,pre,1ppb,2020-10-22,-3,6,,2,,
45,3,3,pre,1ppb,2020-10-23,-2,4,12.5,2,,
45,3,3,pre,1ppb,2020-10-24,-1,10,,2.5,,
45,3,3,pre,1ppb,2020-10-25,0,8,10,2,,
45,3,3,during,1ppb,2020-10-26,1,7,10,3,,
45,3,3,during,1ppb,2020-10-27,2,7.5,10,2.5,,
45,3,3,during,1ppb,2020-10-28,3,6.5,10,3.5,,
45,3,3,during,1ppb,2020-10-29,4,7.5,10,2.5,,
45,3,3,during,1ppb,2020-10-30,5,8.5,12.5,1.5,,
45,3,3,post,1ppb,2020-10-31,6,11,,1.5,,
45,3,3,post,1ppb,2020-11-01,7,8.5,,2.5,,
45,3,3,post,1ppb,2020-11-02,8,6.5,12.5,2,,
45,3,3,post,1ppb,2020-11-03,9,10.5,,2,,
45,3,3,post,1ppb,2020-11-04,10,8,,2.5,,
45,3,3,post,1ppb,2020-11-05,11,6.5,,1.5,,
45,3,3,post,1ppb,2020-11-06,12,3.5,12.5,3,,
45,3,3,post,1ppb,2020-11-07,13,10,,2.5,,
45,3,3,post,1ppb,2020-11-08,14,8,,2,,
46,3,3,pre,10 ppb,2020-10-19,-6,12,,,,
46,3,3,pre,10 ppb,2020-10-20,-5,11,,1,,
46,3,3,pre,10 ppb,2020-10-21,-4,8,,3,,
46,3,3,pre,10 ppb,2020-10-22,-3,5.5,,2.5,,
46,3,3,pre,10 ppb,2020-10-23,-2,3,12.5,2.5,,
46,3,3,pre,10 ppb,2020-10-24,-1,9,,3.5,,
46,3,3,pre,10 ppb,2020-10-25,0,6.5,10,2.5,,
46,3,3,during,10 ppb,2020-10-26,1,7,10,3,,
46,3,3,during,10 ppb,2020-10-27,2,7,10,3,,
46,3,3,during,10 ppb,2020-10-28,3,7,10,3,,
46,3,3,during,10 ppb,2020-10-29,4,7,10,3,,
46,3,3,during,10 ppb,2020-10-30,5,7,12.5,3,,
46,3,3,post,10 ppb,2020-10-31,6,11.5,,1,,
46,3,3,post,10 ppb,2020-11-01,7,8,,3.5,,
46,3,3,post,10 ppb,2020-11-02,8,5.5,12.5,2.5,,
46,3,3,post,10 ppb,2020-11-03,9,9,,3.5,,
46,3,3,post,10 ppb,2020-11-04,10,5,,4,,
46,3,3,post,10 ppb,2020-11-05,11,2.5,12.5,2.5,,
46,3,3,post,10 ppb,2020-11-06,12,9.5,,3,,
46,3,3,post,10 ppb,2020-11-07,13,6,,3.5,,
46,3,3,post,10 ppb,2020-11-08,14,3,,3,,
47,3,3,pre,100ppb,2020-10-19,-6,12.5,,,,
47,3,3,pre,100ppb,2020-10-20,-5,10.5,,2,,
47,3,3,pre,100ppb,2020-10-21,-4,8,,2.5,,
47,3,3,pre,100ppb,2020-10-22,-3,6,,2,,
47,3,3,pre,100ppb,2020-10-23,-2,4,12.5,2,,
47,3,3,pre,100ppb,2020-10-24,-1,9.5,,3,,
47,3,3,pre,100ppb,2020-10-25,0,7.5,10,2,,
47,3,3,during,100ppb,2020-10-26,1,8,10,2,,
47,3,3,during,100ppb,2020-10-27,2,8,10,2,,
47,3,3,during,100ppb,2020-10-28,3,7.5,10,2.5,,
47,3,3,during,100ppb,2020-10-29,4,7.5,10,2.5,,
47,3,3,during,100ppb,2020-10-30,5,7,12.5,3,,
47,3,3,post,100ppb,2020-10-31,6,9.5,,3,,
47,3,3,post,100ppb,2020-11-01,7,7,,2.5,,
47,3,3,post,100ppb,2020-11-02,8,6,12.5,1,,
47,3,3,post,100ppb,2020-11-03,9,9.5,,3,,
47,3,3,post,100ppb,2020-11-04,10,7.5,,2,,
47,3,3,post,100ppb,2020-11-05,11,5.5,,2,,
47,3,3,post,100ppb,2020-11-06,12,3,12.5,2.5,,
47,3,3,post,100ppb,2020-11-07,13,10,,2.5,,
47,3,3,post,100ppb,2020-11-08,14,8,,2,,
48,3,3,pre,800ppb,2020-10-19,-6,12.5,,,,
48,3,3,pre,800ppb,2020-10-20,-5,10.5,,2,,
48,3,3,pre,800ppb,2020-10-21,-4,7.5,,3,,
48,3,3,pre,800ppb,2020-10-22,-3,5.5,,2,,
48,3,3,pre,800ppb,2020-10-23,-2,4,12.5,1.5,,
48,3,3,pre,800ppb,2020-10-24,-1,10.5,,2,,
48,3,3,pre,800ppb,2020-10-25,0,8.5,10,2,,
48,3,3,during,800ppb,2020-10-26,1,7,10,3,,
48,3,3,during,800ppb,2020-10-27,2,6.5,10,3.5,,
48,3,3,during,800ppb,2020-10-28,3,6,10,4,,
48,3,3,during,800ppb,2020-10-29,4,5,10,5,,
48,3,3,during,800ppb,2020-10-30,5,5,12.5,5,,
48,3,3,post,800ppb,2020-10-31,6,8,,4.5,,
48,3,3,post,800ppb,2020-11-01,7,5.5,,2.5,,
48,3,3,post,800ppb,2020-11-02,8,2,12.5,3.5,,
48,3,3,post,800ppb,2020-11-03,9,9.5,,3,,
48,3,3,post,800ppb,2020-11-04,10,5.5,,4,,
48,3,3,post,800ppb,2020-11-05,11,3.5,12.5,2,,
48,3,3,post,800ppb,2020-11-06,12,7,,5.5,,
48,3,3,post,800ppb,2020-11-07,13,2.5,12.5,4.5,,
48,3,3,post,800ppb,2020-11-08,14,9.5,,3,,
49,3,3,pre,Sacrifice,2020-10-19,-6,12.5,,,,
49,3,3,pre,Sacrifice,2020-10-20,-5,11,,1.5,,
49,3,3,pre,Sacrifice,2020-10-21,-4,8.5,,2.5,,
49,3,3,pre,Sacrifice,2020-10-22,-3,6.5,,2,,
49,3,3,pre,Sacrifice,2020-10-23,-2,4,12.5,2.5,,
49,3,3,pre,Sacrifice,2020-10-24,-1,10.5,,2,,
49,3,3,pre,Sacrifice,2020-10-25,0,9.5,10,1,,
49,3,3,during,Sacrifice,2020-10-26,1,8.5,10,1.5,,
49,3,3,during,Sacrifice,2020-10-27,2,8.5,10,1.5,,
49,3,3,during,Sacrifice,2020-10-28,3,8,10,2,,
49,3,3,during,Sacrifice,2020-10-29,4,7,10,3,,
49,3,3,during,Sacrifice,2020-10-30,5,8,,2,,
50,4,3,pre,Control,2020-10-19,-6,12.5,,,,
50,4,3,pre,Control,2020-10-20,-5,11,,1.5,,
50,4,3,pre,Control,2020-10-21,-4,8.5,,2.5,,
50,4,3,pre,Control,2020-10-22,-3,6.5,,2,,
50,4,3,pre,Control,2020-10-23,-2,4,12.5,2.5,,
50,4,3,pre,Control,2020-10-24,-1,9,,3.5,,
50,4,3,pre,Control,2020-10-25,0,6.5,10,2.5,,
50,4,3,during,Control,2020-10-26,1,7.5,10,2.5,,
50,4,3,during,Control,2020-10-27,2,7,10,3,,
50,4,3,during,Control,2020-10-28,3,7,10,3,,
50,4,3,during,Control,2020-10-29,4,7,10,3,,
50,4,3,during,Control,2020-10-30,5,7,12.5,3,,
50,4,3,post,Control,2020-10-31,6,9.5,,3,,
50,4,3,post,Control,2020-11-01,7,7,,2.5,,
50,4,3,post,Control,2020-11-02,8,4.5,12.5,2.5,,
50,4,3,post,Control,2020-11-03,9,10,,2.5,,
50,4,3,post,Control,2020-11-04,10,6,,4,,
50,4,3,post,Control,2020-11-05,11,4,12.5,2,,
50,4,3,post,Control,2020-11-06,12,9,,3.5,,
50,4,3,post,Control,2020-11-07,13,7,,2,,
50,4,3,post,Control,2020-11-08,14,3.5,,3.5,,
51,4,3,pre,DMSO,2020-10-19,-6,12,,,,
51,4,3,pre,DMSO,2020-10-20,-5,10,,2,,
51,4,3,pre,DMSO,2020-10-21,-4,7,,3,,
51,4,3,pre,DMSO,2020-10-22,-3,4.5,12.5,2.5,,
51,4,3,pre,DMSO,2020-10-23,-2,9.5,,3,,
51,4,3,pre,DMSO,2020-10-24,-1,7.5,,2,,
51,4,3,pre,DMSO,2020-10-25,0,6.5,10,1,,
51,4,3,during,DMSO,2020-10-26,1,6.5,10,3.5,,
51,4,3,during,DMSO,2020-10-27,2,8.5,10,1.5,,
